locus_tag	ftype	length_bp	gene	EC_number	COG	product
IHINPGCH_00334	CDS	2181	etk	2.7.10.-	COG0489	Tyrosine-protein kinase etk
IHINPGCH_00335	CDS	447	etp	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Etp
IHINPGCH_00336	CDS	1140	kpsD		COG1596	Polysialic acid transport protein KpsD
IHINPGCH_00337	CDS	2097				hypothetical protein
IHINPGCH_00338	CDS	747				hypothetical protein
IHINPGCH_00339	CDS	645	gfcB_1			putative lipoprotein GfcB
IHINPGCH_00340	CDS	306	gfcA			Threonine-rich inner membrane protein GfcA
IHINPGCH_00341	CDS	213	cspG_1		COG1278	Cold shock-like protein CspG
IHINPGCH_00342	CDS	213	cspG_2		COG1278	Cold shock-like protein CspG
IHINPGCH_00343	CDS	174	gnsA			Protein GnsA
IHINPGCH_00344	CDS	1074	yccM		COG0348	Putative electron transport protein YccM
IHINPGCH_00345	CDS	2700	torS	2.7.13.3	COG0784	Sensor protein TorS
IHINPGCH_00346	CDS	1029	torT		COG1879	Periplasmic protein TorT
IHINPGCH_00347	CDS	693	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
IHINPGCH_00348	CDS	1173	torC		COG3005	Cytochrome c-type protein TorC
IHINPGCH_00349	CDS	2547	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
IHINPGCH_00350	CDS	600	torD		COG3381	Chaperone protein TorD
IHINPGCH_00351	CDS	306	cbpM			Chaperone modulatory protein CbpM
IHINPGCH_00352	CDS	921	cbpA		COG2214	Curved DNA-binding protein
IHINPGCH_00353	CDS	1188				hypothetical protein
IHINPGCH_00354	CDS	1242	agp	3.1.3.10		Glucose-1-phosphatase
IHINPGCH_00355	CDS	228	yccJ			putative protein YccJ
IHINPGCH_00356	CDS	579		1.6.5.2		NAD(P)H dehydrogenase (quinone)
IHINPGCH_00357	CDS	1431				hypothetical protein
IHINPGCH_00358	CDS	117				hypothetical protein
IHINPGCH_00359	CDS	174				hypothetical protein
IHINPGCH_00360	CDS	1329	rutG		COG2233	Putative pyrimidine permease RutG
IHINPGCH_00361	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
IHINPGCH_00362	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
IHINPGCH_00363	CDS	801	rutD	3.5.1.-	COG0596	Putative aminoacrylate hydrolase RutD
IHINPGCH_00364	CDS	387	rutC	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
IHINPGCH_00365	CDS	696	rutB	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
IHINPGCH_00366	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
IHINPGCH_00367	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
IHINPGCH_00368	CDS	3963	putA		COG0506	Bifunctional protein PutA
IHINPGCH_00369	CDS	210				hypothetical protein
IHINPGCH_00370	CDS	1509	putP		COG0591	Sodium/proline symporter
IHINPGCH_00371	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
IHINPGCH_00372	CDS	1128	efeO		COG2822	Iron uptake system component EfeO
IHINPGCH_00373	CDS	1272	efeB	1.11.1.-	COG2837	Deferrochelatase/peroxidase EfeB
IHINPGCH_00374	CDS	297				hypothetical protein
IHINPGCH_00375	CDS	789	phoH		COG1702	Protein PhoH
IHINPGCH_00376	CDS	414	pgaD			Biofilm PGA synthesis protein PgaD
IHINPGCH_00377	CDS	1326	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
IHINPGCH_00378	CDS	2019	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
IHINPGCH_00379	CDS	2424	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
IHINPGCH_00380	CDS	1359	dgcT	2.7.7.65		putative diguanylate cyclase DgcT
IHINPGCH_00381	CDS	867				hypothetical protein
IHINPGCH_00382	CDS	300				hypothetical protein
IHINPGCH_00383	CDS	492	pksC	2.3.1.39	COG0331	Polyketide biosynthesis malonyl CoA-acyl carrier protein transacylase PksC
IHINPGCH_00384	CDS	987				hypothetical protein
IHINPGCH_00385	CDS	1218	intA_1		COG0582	Prophage integrase IntA
IHINPGCH_00386	CDS	1530				hypothetical protein
IHINPGCH_00387	CDS	288				hypothetical protein
IHINPGCH_00388	CDS	1836				hypothetical protein
IHINPGCH_00389	CDS	564				hypothetical protein
IHINPGCH_00390	CDS	2361	radD_1	3.6.4.12	COG1061	Putative DNA repair helicase RadD
IHINPGCH_00391	CDS	189				hypothetical protein
IHINPGCH_00392	CDS	933				hypothetical protein
IHINPGCH_00393	CDS	348				hypothetical protein
IHINPGCH_00394	CDS	405				hypothetical protein
IHINPGCH_00395	CDS	2091	cirA_1		COG4771	Colicin I receptor
IHINPGCH_00396	CDS	219				hypothetical protein
IHINPGCH_00397	CDS	129				hypothetical protein
IHINPGCH_00398	CDS	195				hypothetical protein
IHINPGCH_00399	CDS	180				hypothetical protein
IHINPGCH_00400	CDS	273				hypothetical protein
IHINPGCH_00401	CDS	198				hypothetical protein
IHINPGCH_00402	CDS	1125	elmGT	2.4.1.331		Elloramycin glycosyltransferase ElmGT
IHINPGCH_00403	CDS	1275	fes_1		COG2382	Enterochelin esterase
IHINPGCH_00404	CDS	981				hypothetical protein
IHINPGCH_00405	CDS	96				hypothetical protein
IHINPGCH_00406	CDS	435				hypothetical protein
IHINPGCH_00407	CDS	246				hypothetical protein
IHINPGCH_00408	CDS	162				hypothetical protein
IHINPGCH_00409	CDS	210	mchI			Microcin H47 immunity protein MchI
IHINPGCH_00410	CDS	90				hypothetical protein
IHINPGCH_00411	CDS	1551				hypothetical protein
IHINPGCH_00412	CDS	453				hypothetical protein
IHINPGCH_00413	CDS	1275	cvaA		COG0845	Colicin V secretion protein CvaA
IHINPGCH_00414	CDS	2103	ltxB	3.6.3.43	COG2274	Leukotoxin export ATP-binding protein LtxB
IHINPGCH_00415	CDS	324				hypothetical protein
IHINPGCH_00416	CDS	414				hypothetical protein
IHINPGCH_00417	CDS	459				hypothetical protein
IHINPGCH_00418	CDS	510				hypothetical protein
IHINPGCH_00419	CDS	624				hypothetical protein
IHINPGCH_00420	CDS	234				hypothetical protein
IHINPGCH_00421	CDS	576				hypothetical protein
IHINPGCH_00422	CDS	2682	recD_1	3.1.11.5		RecBCD enzyme subunit RecD
IHINPGCH_00423	CDS	1098	cysH_1	1.8.4.8		Phosphoadenosine phosphosulfate reductase
IHINPGCH_00424	CDS	120				hypothetical protein
IHINPGCH_00425	CDS	714				hypothetical protein
IHINPGCH_00426	CDS	1299	dcuA_1		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
IHINPGCH_00427	CDS	720		5.1.1.13		Aspartate racemase
IHINPGCH_00428	CDS	939	yjiE_1			HTH-type transcriptional regulator YjiE
IHINPGCH_00429	CDS	246				hypothetical protein
IHINPGCH_00430	CDS	111				hypothetical protein
IHINPGCH_00431	CDS	606				hypothetical protein
IHINPGCH_00432	CDS	1500				hypothetical protein
IHINPGCH_00433	CDS	1638				hypothetical protein
IHINPGCH_00434	CDS	1041				hypothetical protein
IHINPGCH_00435	CDS	639				hypothetical protein
IHINPGCH_00436	CDS	639	yceD_1		COG2310	General stress protein 16U
IHINPGCH_00437	CDS	639				hypothetical protein
IHINPGCH_00438	CDS	162				hypothetical protein
IHINPGCH_00439	CDS	468				hypothetical protein
IHINPGCH_00440	CDS	1209				hypothetical protein
IHINPGCH_00441	CDS	957				hypothetical protein
IHINPGCH_00442	CDS	1080	stiP	3.4.22.-		Cysteine protease StiP
IHINPGCH_00443	CDS	774				hypothetical protein
IHINPGCH_00444	CDS	1143				hypothetical protein
IHINPGCH_00445	CDS	1059				hypothetical protein
IHINPGCH_00446	CDS	582	yceD_2		COG2310	General stress protein 16U
IHINPGCH_00447	CDS	1158	yceD_3		COG2310	General stress protein 16U
IHINPGCH_00448	CDS	456				hypothetical protein
IHINPGCH_00449	CDS	1041	alx_1		COG0861	Putative membrane-bound redox modulator Alx
IHINPGCH_00450	CDS	579	yceD_4		COG2310	General stress protein 16U
IHINPGCH_00451	CDS	576	yceD_5		COG2310	General stress protein 16U
IHINPGCH_00452	CDS	1242	yceD_6		COG2310	General stress protein 16U
IHINPGCH_00453	CDS	426				hypothetical protein
IHINPGCH_00454	CDS	426				hypothetical protein
IHINPGCH_00455	CDS	351				hypothetical protein
IHINPGCH_00456	CDS	1614				hypothetical protein
IHINPGCH_00457	CDS	282				hypothetical protein
IHINPGCH_00458	CDS	783	deoR_2		COG1349	Deoxyribose operon repressor
IHINPGCH_00459	CDS	921	rbsK_1	2.7.1.15	COG0524	Ribokinase
IHINPGCH_00460	CDS	1317	fucP_1		COG0738	L-fucose-proton symporter
IHINPGCH_00461	CDS	1014				hypothetical protein
IHINPGCH_00462	CDS	255				hypothetical protein
IHINPGCH_00463	CDS	1257	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
IHINPGCH_00464	CDS	288	ulaB_1	2.7.1.194		Ascorbate-specific PTS system EIIB component
IHINPGCH_00465	CDS	444	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
IHINPGCH_00466	CDS	1032	gntR_1			HTH-type transcriptional regulator GntR
IHINPGCH_00467	CDS	294				hypothetical protein
IHINPGCH_00468	CDS	690	nanE_1	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
IHINPGCH_00469	CDS	1557	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
IHINPGCH_00470	CDS	825	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
IHINPGCH_00471	CDS	210				hypothetical protein
IHINPGCH_00472	CDS	294				hypothetical protein
IHINPGCH_00473	CDS	630				hypothetical protein
IHINPGCH_00474	CDS	1077	fic_1	2.7.7.-	COG3177	Adenosine monophosphate-protein transferase SoFic
IHINPGCH_00475	CDS	297				hypothetical protein
IHINPGCH_00476	CDS	276				hypothetical protein
IHINPGCH_00477	CDS	378				hypothetical protein
IHINPGCH_00478	CDS	381				hypothetical protein
IHINPGCH_00479	CDS	873				hypothetical protein
IHINPGCH_00480	CDS	294				hypothetical protein
IHINPGCH_00481	CDS	1206	traC_1	2.7.7.-		DNA primase TraC
IHINPGCH_00482	CDS	1620				hypothetical protein
IHINPGCH_00483	CDS	927	xerC_1		COG4973	Tyrosine recombinase XerC
IHINPGCH_00484	tRNA	85				tRNA-Leu(caa)
IHINPGCH_00485	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
IHINPGCH_00486	CDS	564	gntK_1	2.7.1.12	COG3265	Thermoresistant gluconokinase
IHINPGCH_00487	CDS	1032	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
IHINPGCH_00488	CDS	765	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
IHINPGCH_00489	CDS	1320	idnT		COG2610	Gnt-II system L-idonate transporter
IHINPGCH_00490	CDS	999	gntR_2			HTH-type transcriptional regulator GntR
IHINPGCH_00491	CDS	1503				hypothetical protein
IHINPGCH_00492	CDS	1083	lptG_1		COG0795	Lipopolysaccharide export system permease protein LptG
IHINPGCH_00493	CDS	1101	lptF_1		COG0795	Lipopolysaccharide export system permease protein LptF
IHINPGCH_00494	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
IHINPGCH_00495	CDS	483	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
IHINPGCH_00496	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
IHINPGCH_00497	CDS	1197	yjgN		COG4269	Inner membrane protein YjgN
IHINPGCH_00498	CDS	504				hypothetical protein
IHINPGCH_00499	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
IHINPGCH_00500	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
IHINPGCH_00501	CDS	231	yjgL_1			putative protein YjgL
IHINPGCH_00502	CDS	1320	yjgL_2			putative protein YjgL
IHINPGCH_00503	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
IHINPGCH_00504	CDS	594	bdcR			HTH-type transcriptional repressor BdcR
IHINPGCH_00505	CDS	714	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
IHINPGCH_00506	CDS	396	yjgH		COG0251	RutC family protein YjgH
IHINPGCH_00507	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
IHINPGCH_00508	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
IHINPGCH_00509	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
IHINPGCH_00510	CDS	981				hypothetical protein
IHINPGCH_00511	CDS	2697	mgtA	3.6.3.2	COG0474	Magnesium-transporting ATPase, P-type 1
IHINPGCH_00512	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
IHINPGCH_00513	CDS	1422	treB		COG1263	PTS system trehalose-specific EIIBC component
IHINPGCH_00514	CDS	1656	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
IHINPGCH_00515	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
IHINPGCH_00516	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
IHINPGCH_00517	CDS	387	cybC		COG3783	Soluble cytochrome b562
IHINPGCH_00518	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
IHINPGCH_00519	CDS	552				hypothetical protein
IHINPGCH_00520	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
IHINPGCH_00521	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
IHINPGCH_00522	CDS	996	yjfF			Inner membrane ABC transporter permease protein YjfF
IHINPGCH_00523	CDS	1023	ytfT			Inner membrane ABC transporter permease protein YtfT
IHINPGCH_00524	CDS	1503	fruK_1	3.6.3.17	COG1129	Fructose import ATP-binding protein FruK
IHINPGCH_00525	CDS	957	ytfQ			ABC transporter periplasmic-binding protein YtfQ
IHINPGCH_00526	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
IHINPGCH_00527	CDS	315	chpB	3.1.-.-	COG2337	Endoribonuclease toxin ChpB
IHINPGCH_00528	CDS	252	chpS			Antitoxin ChpS
IHINPGCH_00529	CDS	342	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
IHINPGCH_00530	CDS	3780	tamB		COG2911	Translocation and assembly module subunit TamB
IHINPGCH_00531	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
IHINPGCH_00532	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
IHINPGCH_00533	CDS	1344				hypothetical protein
IHINPGCH_00534	CDS	207				hypothetical protein
IHINPGCH_00535	CDS	558	ytfJ_1		COG3054	putative protein YtfJ
IHINPGCH_00536	CDS	741	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
IHINPGCH_00537	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
IHINPGCH_00538	CDS	381	hxlR		COG1733	HTH-type transcriptional activator HxlR
IHINPGCH_00539	CDS	861	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
IHINPGCH_00540	CDS	966	ytfF			Inner membrane protein YtfF
IHINPGCH_00541	CDS	663	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
IHINPGCH_00542	CDS	1413	cycA		COG1113	D-serine/D-alanine/glycine transporter
IHINPGCH_00543	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
IHINPGCH_00544	CDS	639	oapA		COG3061	Opacity-associated protein OapA
IHINPGCH_00545	CDS	1149				hypothetical protein
IHINPGCH_00546	CDS	795				hypothetical protein
IHINPGCH_00547	CDS	450	rplI		COG0359	50S ribosomal protein L9
IHINPGCH_00548	CDS	228	rpsR		COG0238	30S ribosomal protein S18
IHINPGCH_00549	CDS	315	priB		COG2965	Primosomal replication protein N
IHINPGCH_00550	CDS	396	rpsF		COG0360	30S ribosomal protein S6
IHINPGCH_00551	CDS	276				hypothetical protein
IHINPGCH_00552	CDS	552	yagU_1		COG3477	Inner membrane protein YagU
IHINPGCH_00553	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
IHINPGCH_00554	CDS	855	ulaE_1	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
IHINPGCH_00555	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
IHINPGCH_00556	CDS	465	ulaC_2		COG1762	Ascorbate-specific PTS system EIIA component
IHINPGCH_00557	CDS	306	ulaB_2	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
IHINPGCH_00558	CDS	1398	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
IHINPGCH_00559	CDS	1065	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
IHINPGCH_00560	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
IHINPGCH_00561	CDS	750	bphD	3.7.1.8		2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase
IHINPGCH_00562	CDS	330	bsmA			Lipoprotein BsmA
IHINPGCH_00563	CDS	276				hypothetical protein
IHINPGCH_00564	CDS	1626	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
IHINPGCH_00565	CDS	1164	yjfC	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
IHINPGCH_00566	CDS	639				hypothetical protein
IHINPGCH_00567	CDS	111				hypothetical protein
IHINPGCH_00568	CDS	660				hypothetical protein
IHINPGCH_00569	CDS	699				hypothetical protein
IHINPGCH_00570	CDS	402				hypothetical protein
IHINPGCH_00571	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
IHINPGCH_00572	CDS	2442	rnr	3.1.13.1	COG0557	Ribonuclease R
IHINPGCH_00573	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
IHINPGCH_00574	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
IHINPGCH_00575	CDS	198				hypothetical protein
IHINPGCH_00576	CDS	1005	hflC		COG0330	Modulator of FtsH protease HflC
IHINPGCH_00577	CDS	1260	hflK		COG0330	Modulator of FtsH protease HflK
IHINPGCH_00578	CDS	1281	hflX		COG2262	GTPase HflX
IHINPGCH_00579	CDS	309	hfq		COG1923	RNA-binding protein Hfq
IHINPGCH_00580	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
IHINPGCH_00581	CDS	1848	mutL		COG0323	DNA mismatch repair protein MutL
IHINPGCH_00582	CDS	1338	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
IHINPGCH_00583	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
IHINPGCH_00584	CDS	1533	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
IHINPGCH_00585	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
IHINPGCH_00586	tRNA	76				tRNA-Gly(gcc)
IHINPGCH_00587	tRNA	76				tRNA-Gly(gcc)
IHINPGCH_00588	tRNA	76				tRNA-Gly(gcc)
IHINPGCH_00589	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
IHINPGCH_00590	CDS	1053	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
IHINPGCH_00591	CDS	969	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
IHINPGCH_00592	CDS	3324	mscM		COG3264	Miniconductance mechanosensitive channel MscM
IHINPGCH_00593	CDS	303	yjeO			Inner membrane protein YjeO
IHINPGCH_00594	CDS	315				hypothetical protein
IHINPGCH_00595	CDS	1503	yjeM			Inner membrane transporter YjeM
IHINPGCH_00596	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
IHINPGCH_00597	CDS	1809	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
IHINPGCH_00598	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
IHINPGCH_00599	CDS	396	frdC		COG3029	Fumarate reductase subunit C
IHINPGCH_00600	CDS	360	frdD		COG3080	Fumarate reductase subunit D
IHINPGCH_00601	CDS	1134	ampC	3.5.2.6	COG1680	Beta-lactamase
IHINPGCH_00602	CDS	534	blc		COG3040	Outer membrane lipoprotein Blc
IHINPGCH_00603	CDS	318	sugE		COG2076	Quaternary ammonium compound-resistance protein SugE
IHINPGCH_00604	CDS	147				hypothetical protein
IHINPGCH_00605	CDS	126				hypothetical protein
IHINPGCH_00606	CDS	567	efp		COG0231	Elongation factor P
IHINPGCH_00607	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
IHINPGCH_00608	CDS	870				hypothetical protein
IHINPGCH_00609	CDS	354				hypothetical protein
IHINPGCH_00610	CDS	1647	groL			60 kDa chaperonin
IHINPGCH_00611	CDS	294	groS		COG0234	10 kDa chaperonin
IHINPGCH_00612	CDS	1257	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
IHINPGCH_00613	CDS	477				hypothetical protein
IHINPGCH_00614	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
IHINPGCH_00615	CDS	1302	dcuA_2		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
IHINPGCH_00616	CDS	339	cutA		COG1324	Divalent-cation tolerance protein CutA
IHINPGCH_00617	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
IHINPGCH_00618	CDS	576				hypothetical protein
IHINPGCH_00619	CDS	489				hypothetical protein
IHINPGCH_00620	CDS	198				hypothetical protein
IHINPGCH_00621	CDS	843				hypothetical protein
IHINPGCH_00622	CDS	1539	cadC		COG3710	Transcriptional activator CadC
IHINPGCH_00623	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
IHINPGCH_00624	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
IHINPGCH_00625	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
IHINPGCH_00626	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
IHINPGCH_00627	CDS	174	ghoT			Toxin GhoT
IHINPGCH_00628	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
IHINPGCH_00629	CDS	273	yjdJ		COG2388	putative protein YjdJ
IHINPGCH_00630	CDS	231				hypothetical protein
IHINPGCH_00631	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
IHINPGCH_00632	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
IHINPGCH_00633	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
IHINPGCH_00634	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
IHINPGCH_00635	CDS	630	yjdF		COG3647	Inner membrane protein YjdF
IHINPGCH_00636	CDS	1410	melB		COG2211	Melibiose carrier protein
IHINPGCH_00637	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
IHINPGCH_00638	CDS	909	melR			Melibiose operon regulatory protein
IHINPGCH_00639	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
IHINPGCH_00640	CDS	762	gadX_1			HTH-type transcriptional regulator GadX
IHINPGCH_00641	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
IHINPGCH_00642	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
IHINPGCH_00643	CDS	669	basR			Transcriptional regulatory protein BasR
IHINPGCH_00644	CDS	1101	basS	2.7.13.3		Sensor protein BasS
IHINPGCH_00645	CDS	90				hypothetical protein
IHINPGCH_00646	CDS	1503	proP_1			Proline/betaine transporter
IHINPGCH_00647	CDS	879				hypothetical protein
IHINPGCH_00648	CDS	2229	crfC_1		COG0699	Clamp-binding protein CrfC
IHINPGCH_00649	CDS	336				hypothetical protein
IHINPGCH_00650	CDS	444				hypothetical protein
IHINPGCH_00651	CDS	789	phnC	3.6.3.27	COG3638	Phosphate-import ATP-binding protein PhnC
IHINPGCH_00652	CDS	1017	phnD		COG3221	Phosphate-import protein PhnD
IHINPGCH_00653	CDS	780	phnE		COG3639	Phosphate-import permease protein PhnE
IHINPGCH_00654	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
IHINPGCH_00655	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
IHINPGCH_00656	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
IHINPGCH_00657	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
IHINPGCH_00658	CDS	846	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
IHINPGCH_00659	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
IHINPGCH_00660	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
IHINPGCH_00661	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
IHINPGCH_00662	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
IHINPGCH_00663	CDS	435	phnO	2.3.1.-		Aminoalkylphosphonate N-acetyltransferase
IHINPGCH_00664	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
IHINPGCH_00665	CDS	330				hypothetical protein
